,topic_id,topic,T/F,speecher,id,reference
1327,3,"주호영 “文, 2012년에 한미FTA 재협상 공약“",True,주호영,192,"출처: [레이더P 팩트체커] 주호영 “文, 2012년에 한미FTA 재협상 공약“"
1328,3,"트럼프 미국 대통령 ""FTA 재협상은 이미 시작됐다""는 발언. 이로 인해 한국 내에서 '한국 동의' 없이도 재협상을 의무적으로 참...",False,트럼프,190,
1329,3,"文 ""대선때 한미훈련 축소하자고 말한 적 없다"" 사실은?",False,문재인,185,출처: [레이더P 팩트체커] 文 대선때 한미훈련 축소하자고 한 적 없다
1330,3,OECD 국가 중 산업부에 통상기능 둔 나라가 더 많다?,False,국정기획자문위,181,출처: [레이더P 팩트체크] OECD국가 중 산업부에 통상기능 둔 나라 더 많다?
1332,3,"“北에 준 돈, 이명박·박근혜 정부 때 더 많았다”는 文의 주장은…",False,문재인,119,
1333,3,스모그 프리 타워가 주변 미세먼지를 60% 정화한다는 주장.,False,안철수,66,"출처: 안 스모그 프리 타워, 주변 미세먼지 60% 정화"
1334,3,"Q: 자유한국당 홍준표 경남지사가 위안부 합의에 대해 ""대통령이 되면 합의를 파기할 것""이라고 했습니다.",True,홍준표,9,"출처: 홍준표 집권하면 위안부합의 파기, 협의없이 가능"
1336,4,재일 교포의 증언이 군함도에서 조선인 차별 없었다는 증거다,False,일본 SNS 이용자들,2353,출처: 일본 SNS 등 온라인 매체
1337,4,한국은행이 5만 원권 지폐 발행을 중단했다?,False,온라인 커뮤니티 이용자,2354,출처: 온라인 커뮤니티 게시글
1340,4,"인천공항 정규직 전환, 알바로 들어와 노력 없이 정규직 대우받는다?",False,청와대 국민청원,2350,"출처: 청와대 국민청원 및 각종 언론보도, 온라인 커뮤니티 등"
1342,4,"""248억 들인 건물 폭파, 국제법상 보상받을 수 있다“",False,태영호,2345,출처: 페이스북
1344,4,"""박주민 의원이 발의한 주택임대차보호법 개정안은 세입자가 원하면 전월세 무한연장이 가능한 법이다""",False,언론 보도,2340,출처: 한국경제 <박주민 '전세 무한연장법' 발의…재산권 침해 논란 불가피>기사
1346,4,"대기업들의 미르재단, K스포츠재단 출연은 자발적이었다.",False,최서원(최순실),2335,
1349,4,"""드론으로 평양까지 대북 전단 1만 장을 보냈다""",False,자유북한운동연합,2324,출처: 다수 언론의 문제제기
1354,4,'비동의 간음죄' 법안이 남성만 차별하는 좌파 법안이다?,False,"SNS, 인터넷 커뮤니티",2311,
1356,4,지역코드 뺀 주민번호로 간첩 신분세탁이 용이해졌다,False,SNS 이용자,2302,
1357,4,"""이용수 할머니의 기자회견 내용이 일본 극우의 주장과 똑같다""",False,국내외 온라인 커뮤니티 및 일본 정치인,2300,출처: 국내 트위터 이용자
1363,4,논란이 되는 정의기억연대가 소녀상에 책임을 지는 주체다?,False,산케이 신문,2290,출처: 5월 20일 산케이 신문 논평 '반일 집회 중단과 소녀상 철거'
1364,4,"n번방 방지법, 카톡까지 들여다본다",False,온라인 커뮤니티 이용자,2279,출처: 유튜브 '신의 한수'
1365,4,최근 공개된 미국 외교문서에 5·18 당시 인민재판·처형 기록 있다,False,"보수 유튜버, 인터넷 이용자 등",2281,
1366,4,최근 공개된 5.18 기밀 해제 문서에 새롭게 드러난 엄청난 진실을 정부와 언론이 숨긴다.,False,온라인 커뮤니티 및 보수 유튜버,2286,"출처: 가로세로 연구소 유튜브 ""5.18 기밀 문서 해제 관련 영상"""
1367,4,6·25 유공자가 5·18 유공자보다 적은 혜택을 받는다,False,"SNS, 인터넷 커뮤니티",2289,
1368,4,최근 공개된 미국 기밀문서에 5·18은 김대중 추종자와 간첩들이 일으킨 폭동이라고 규정돼있다.,False,온라인 커뮤니티 및 보수 유튜버,2287,출처: 가로세로 연구소 유튜브
1380,4,"""백악관 청원하면 '국제선관위'가 한국 조사한다?""",False,온라인 커뮤니티 및 보수 유튜버,2260,출처: 보수 유튜버 '한국인과 진실' 백악관 청원 관련 주장
1381,4,채널A 기자가 이철(전 밸류인베스트코리아 대표)에게 '사실이 아니라도 좋다. 당신이 살려면 유시민에게 돈을 줬다고 해라.'고 말했다,False,최강욱,2241,
1386,4,민식이법은 스쿨존 사망사고에 대해 무조건 3년 이상의 징역을 내린다,False,이준석,2220,
1391,4,“선거지원금 반납해 투표 참가자에게 마스크 지급” 가능하다,False,안철수,2206,출처: 안철수 페이스북
1398,4,국회가 ‘제1호’ 청원을 법안에 반영했다,False,법제사법위원회,2183,출처: 법제사법위원회 보도자료
1416,4,학교에는 ‘일 안 해도 월급 받는 그룹’이 있다,False,조희연,2145,출처: 조희연 서울시 교육감 페이스북 페이지
1420,4,"‘美 CDC 코로나19 주의사항 10가지’, 사실이다?",False,인터넷 이용자,2135,
1421,4,"美의료진 60명, 주한미군 기지서 코로나19 백신 개발했다",False,온라인 커뮤니티 이용자,2134,
1425,4,"""일본 정부는 일본 내 가구당 40장씩 마스크를 무료 배포한다?""",False,언론 보도 및 온라인 커뮤니티 이용자,2126,출처: 3월 8일 온라인 커뮤니티
1431,4,중국에서 한국인만 차별한다?,False,온라인 커뮤니티 이용자,2116,
1433,4,기재부와 제약회사 사장들이 코로나 관련 회의한 결과?,False,온라인 이용자,2112,출처: 각종 온라인 게시판
1434,4,"10초 이상 숨을 참고, 불편함 없으면 코로나19 감염안된것?",False,온라인 이용자,2113,출처: 각종 온라인 게시판
1441,4,영국 정부는 산업 안전을 위해 각 기업에 구체적 지침이 아닌 포괄적 목표만 제시한다?,True,영국 정부 관계자,2097,출처: 영국 보건안전청(HSE)
1442,4,서울시가 관할 내 집회를 일시적으로 금지한 것은 월권행위,False,SNS와 커뮤니티 이용자,2093,출처: 온라인 커뮤니티 MLBPARK 게시글
1447,4,"""일상생활에서 ‘N95 마스크’가 코로나19 예방에 더 유리하다""",False,SNS와 커뮤니티 이용자,2086,
1448,4,코로나19 3번 확진자는 슈퍼전파자이다?,False,인터넷 뉴스 댓글 이용자,2081,
1449,4,"""정당 색은 특정 당의 소유물이 아니다.""",True,장지훈,2082,출처: 2020년 2월 13일 장지훈 국민당 창당준비위원회 부대변인의 논평
1450,4,"자외선·손 건조기, 바이러스 살균효과 있다?",False,네이버 블로그 이용자,2079,
1452,4,인종적 특성으로 동양인이 코로나바이러스에 취약하다?,False,일부 유럽인들,2077,
1454,4,'신종 코로나'로 휴업하면 직원 급여 안 줘도 된다?,False,발언인 없음,2073,
1455,4,"""종이행주 마스크, 신종 코로나바이러스 감염 방지 효과 있다.""",False,온라인 이용자,2071,출처: 소셜미디어(SNS) 영상
1456,4,"“공중화장실, 신종 코로나바이러스 위험지대”",False,언론 보도,2069,출처: 2월 3일자 홍콩 명보(明報) 신문
1458,4,비타민 C가 신종 코로나를 퇴치한다?,False,페이스북 이용자,2065,출처: 필리핀인의 페이스북 글
1459,4,"손 소독제 알코올 성분, 임산부에게 해롭다?",False,발언인 없음,2064,
1460,4,개인 소비자가 마스크 사재기해도 단속된다?,True,발언인 없음,2062,
1463,4,"""세계 어느 나라도 중국인 입국 금지를 하지 않았다.""",False,이재정 대변인,2052,출처: 2020년 1월 29일 국회 브리핑
1464,4,50도 고량주로 손 소독 가능하다?,False,발언인 없음,2058,
1466,4,마늘을 커피처럼 끓여서 마시면 신종 코로나 바이러스 전염병도 완치된다?,False,안상수,2038,
1467,4,정부가 마스크를 세금으로 구입해 중국에 퍼준다?,False,김순례,2036,출처: 2020년 2월 3일 국회 최고위원회의
1468,4,'신종 코로나' 때문에 국내에 중국인 난민 급증한다?,False,페이스북 이용자,2019,
1469,4,중국인 마스크 사재기 막으려고 마스크에 타이완기 그려넣었다?,False,SNS 이용자,2054,출처: 페이스북 게시물
1470,4,"""정부가 국민이 낸 건강보험료로 중국인에게 공짜·할인 혜택을 주고 있다.""",False,인터넷 뉴스 댓글 이용자,2051,
1472,4,신종 코로나바이러스는 에이즈를 일으키는 HIV와 유사하다,False,인도 대학 연구진,2043,출처: 바이오 아카이브 사이트 (보고서)
1473,4,"일회용 마스크, 일주일 써도 된다?",False,홍혜걸,2041,출처: 홍혜걸 의학박사 페이스북
1474,4,정부가 마스크 공장 물량 다 가져가서 판매할 물량이 없다?,False,온라인 커뮤니티 이용자,2040,출처: 온라인 커뮤니티 이용자 및 관련 보도 다수 댓글 등
1482,4,신종 코로나로 인해 모든 군 장병 휴가 제한?,False,온라인 커뮤니티 이용자,2024,
1483,4,"중국 당국이 공문을 통해 ""마늘이 예방책""이라고 권고했다?",False,유튜버 및 온라인 커뮤니티 이용자,2022,
1484,4,"신종 코로나바이러스, 눈을 바라만 봐도 감염된다",False,온라인 커뮤니티 이용자,2020,출처: 온라인 커뮤니티
1485,4,울산·창원에서 확진자가 나왔는데 보도가 안되고 있다?,False,온라인 카페 및 페이스북 이용자,2023,
1486,4,"신종 코로나바이러스, 몸이 닿기만 해도 감염된다.",False,중국 인민일보,2015,출처: 중국 인민일보 공식 트위터
1488,4,"""동대구역에서 신종 코로나 감염 환자가 방역복을 입은 사람들을 피해 도주 중이다""",False,페이스북 이용자,2018,출처: 페이스북 페이지 '대구는 지금' 게시글
1489,4,"""평택 수건 가게에서 방역복을 입은 사람들이 환자를 부축했다""",False,온라인 커뮤니티 이용자,2017,출처: 온라인 커뮤니티
1491,4,"우한 교민 전세기로 귀국, 전염 위험 늘린다?",False,온라인 이용자,2010,출처: '우한 전세기 투입' 뉴스 댓글
1492,4,"신종 코로나, 택배로도 전염된다?",False,온라인 이용자,2009,출처: 네이버 지식인
1495,4,"""산재 사고 사망자 수 감소한 이유는 불경기로 노동자 수 감소했기 때문이다""",False,인터넷 뉴스 댓글 이용자,1996,출처: 산재 사고 사망자 수 감소 관련 기사 댓글
1496,4,"""고등학생에게 선거권을 주는 나라는 전 세계에서 우리밖에 없다.""",False,인터넷 뉴스 댓글 이용자,1995,출처: 만18세 선거권 관련기사 댓글
1497,4,"""만 20세 되면 3천만원 지급 공약, 집단적 선거유도 매수죄로 공직선거법 위반""",False,민경욱,1990,출처: 페이스북
1498,4,"""비례○○당 불허는 그때는 맞고, 지금은 틀렸다는 '내로남불' 해석이다""",False,박완수,1989,출처: 2020년 1월 14일 국회 원내대책회의
1499,4,“검찰총장이 제 명을 거역한 것”?,False,추미애,1988,출처: 다수 언론의 문제제기
1500,4,"""만 18세가 되면 혼인이 가능하고 국방의 의무도 진다.""",True,박주민,1986,출처: 박주민 의원 과거 보도자료
1504,4,"""'민식이법'은 스쿨존에서 난 사고를 무조건 가중처벌하는 악법이다""",False,인터넷 커뮤니티 이용자,1945,출처: 인터넷 커뮤니티 '보배드림'
1505,4,"“(수정안 24조 2항은) 사개특위, 법사위에서 공식적으로 논의조차 되지 않았던 사항이 4+1 협의 과정에서 갑자기 포함된 것”",True,대검찰청,1971,
1506,4,"""주택보유자 증가 둔화는 다주택자가 늘었기 때문""?",False,박광온,1969,출처: 더불어민주당 최고위원회 발언
1510,4,영화 '블랙머니' 속 론스타 수사…대검 중수부가 사건 덮었다?,False,발언인 없음,1958,출처: 영화 '블랙머니' 내용
1511,4,"""한국당 총사퇴하면 국회 해산되고 조기총선으로 이어진다""",False,유튜브 이용자,1949,출처: 보수유튜버 '신의한수' 영상 댓글
1512,4,“한국이 분담금 1년에 5억 달러 더 내기로 했다”,False,트럼프,1947,출처: 연합뉴스
1513,4,‘청소년 에이즈 감염 원인은 동성애?’,False,이동섭,1944,출처: 국회 운영위원회 전체회의 발언 (이동섭 바른미래당 의원)
1514,4,"""유니클로가 발열 내의를 나눠주니까 한국의 불매 운동이 중단됐다""",False,일본 트위터 이용자,1941,
1515,4,"""한·중·일 공동 미세먼지 연구 결과는 과학적 의미가 없다""",False,인터넷 뉴스 댓글 이용자,1943,출처: 한·중·일 공동 미세먼지 연구 관련 기사 댓글
1516,4,법원이 테러조직 조직원을 난민으로 인정했다?,False,온라인 커뮤니티 이용자,1939,출처: 온라인 커뮤니티
1517,4,“북한의 해안포 사격훈련은 ‘9·19 군사합의'를 위반한 것”,True,국방부,1938,출처: 국방부 11월 25일 월요일 일일 브리핑
1518,4,"""진술 거부는 정당한 사법작용을 무시하는 것이다""",False,손학규,1935,출처: 2019년 11월 15일 국회 최고위원회의서 발언
1519,4,"""철도노조 파업 군 투입은 법적 근거 없다""",True,이정미,1934,"출처: 이정미 의원 11월 12일 보도자료 내용, 11월 13일 국회 정론관 기자회견 발언"
1520,4,"'16명 살해' 북한 선원들, 한국에서 처벌 가능하다",False,김재원,1936,
1521,4,"""페스트는 공기로도 전염된다""",False,인터넷 뉴스 댓글 이용자,1931,출처: 페스트 관련 기사 댓글
1522,4,"""철도노조 요구대로 하면 주 31시간 근무로 줄어든다""",False,김경욱,1929,출처: 다수 언론 보도
1524,4,“이자스민 전 의원은 필리핀에 다 퍼준다”,False,온라인 뉴스 댓글 이용자,1925,출처: 온라인 뉴스 댓글
1527,4,"""'성노예'라는 표현은 사실(事實)에 반(反)하므로 사용해서는 안 된다""",False,일본 외무성,1913,
1528,4,"""김재원 택시비 10만원 지불은 공직선거법 위반?""",False,인터넷 커뮤니티 이용자,1911,출처: 딴지일보 자유게시판
1529,4,"""연동형 비례대표제는 위헌이다""",False,나경원,1909,출처: 2019년 3월 25일 국회 기자간담회
1530,4,"""비례대표제 폐지는 위헌이다""",True,이인영,1908,출처: 2019년 11월 4일 국회 최고위원회
1536,4,"""19대 대선은 부정선거였다""",False,조원진,1891,출처: 2019년 10월 24일 행안위 종합국감 영상
1537,4,조국 전 법무부 장관의 정경심 교수 접견은 불법이다,False,온라인 뉴스 댓글 이용자,1890,출처: 온라인 뉴스
1538,4,"""공수처 설립은 여러 면에서 위헌이다""",False,주호영,1886,출처: 10월 23일 자유한국당 원내대표-중진의원 회의
1540,4,"공수처 같은 기관은 전 세계에 중국, 북한에만 있다?",False,홍준표,1884,출처: 홍준표 전 한국당 대표 페이스북
1541,4,"공수처 수사 대상에서 대통령, 국회의원이 빠져 무용지물 법이 됐다?",False,인터넷 뉴스 댓글 이용자,1883,출처: 공수처 관련 기사 댓글
1542,4,대통령이 공수처장·검사를 마음대로 임명할 수 있다?,False,인터넷 뉴스 댓글 이용자,1882,출처: 공수처 관련 기사 댓글
1543,4,"정경심 얼굴 모자이크 처리, 특혜다?",False,인터넷 뉴스 댓글 이용자,1881,출처: 연합뉴스 기사 댓글
1545,4,"일본 마스카라에서 방사능 검출, 근거 있다?",False,심기준,1876,
1547,4,"""생중계, 관중, 취재진 없이 경기 운영한 북한을 월드컵에서 제외하자""",False,온라인 이용자,1870,출처: 온라인 커뮤니티 이용자 및 관련 보도 다수 댓글 등
1548,4,"""지난 3년간 영장 심사 불출석 100% 영장 발부""",False,변희재,1869,출처: '변희재의 진실투쟁' 카페 등
1552,4,우리나라 정부 지출은 매년 '슈퍼 예산'?,False,언론 보도,1862,
1553,4,“특정 세력이 매크로(기계적 개입)를 사용했거나 네이버가 실검 순위를 직접 수정했다.”,False,김성태 (비례대표),1861,출처: 과기정통부 국감에서 김성태 의원 발언
1554,4,"피의사실공표죄, 한국에만 있다?",False,인터넷 뉴스 댓글 이용자,1857,출처: 피의사실공표죄 관련 기사 댓글
1556,4,日 원전 오염수 바다 방류 안전하다?,False,일본 정부·도쿄전력,1855,"출처: ""인체에 해가 없다""는 일본 정부와 도쿄전력 주장 보도"
1557,4,9월 28일 서초동 촛불집회에 200만 명이 모였다.,False,더불어민주당,1850,출처: 더불어민주당 브리핑
1559,4,"""많은 사례를 보면 임원에 여성이 함께하는 경우 영업실적이 더 좋아진다는 결과가 나와 있습니다""",True,이낙연,1849,출처: 제41회 국무회의(19.08.24)
1560,4,"""조국 법무부장관 수사에 검사 250명이 투입됐다""",False,온라인 커뮤니티 이용자,1844,출처: 온라인 커뮤니티
1561,4,"“조국 퇴진 시국선언 교수, 최순실 국정농단 때보다 많다”",False,언론 보도,1846,출처: 조선일보
1564,4,목재 껍질 벗기면 세슘에서 안전하다,False,일본 임야청,1841,
1565,4,"후쿠시마 목재 방사선량, 100% 신뢰할 수 있다?",False,후쿠시마현,1840,
1566,4,"후쿠시마 방사능 데이터, 오염 상태를 정확히 보여준다?",False,후쿠시마현,1839,출처: 후쿠시마현의 방사능 데이터
1567,4,"도쿄의 '방사능 핫플레이스', 엑스레이 100만번 찍는 양이다?",False,언론 보도,1838,
1568,4,'0.23μ㏜/h'는 방사능 안전 기준치이다,False,언론 보도,1837,
1570,4,"""욱일기가 정치적 의미에서 결코 선전(물)이 되지 않는다고 생각한다""",False,하시모토 세이코 일본 올림픽상,1833,출처: 9월 12일 신임 장관 취임식
1572,4,"""서울대생 79%가 장학금을 수령한다""",False,송기헌,1829,출처: 9월 6일 법무부 장관 후보자 청문회
1573,4,"""서울대 대학원생의 89.5%가 장학금을 받고 있다.""",False,송기헌,1823,출처: 9월 6일 법무부 장관 후보자 청문회
1575,4,“사모펀드 자체를 몰랐다.”,False,조국,1817,
1577,4,"""추석 기간 여행 예약률 일본이 2위다""",False,"다수 언론 매체, 온라인 커뮤니티",1814,출처: 8월 22일 중앙일보 보도
1578,4,"""이명박 정부 시절 '학부모 인턴십' 권장했다""",True,조국,1816,출처: 9월 2일 국회 기자간담회
1579,4,“딸 장학금 반납 안돼”,False,조국,1809,"출처: 조국 ""서울대 동창회 장학금 신청·연락안해…딸 반납 시도"""
1580,4,"""미 이민국 서울사무소 폐쇄가 한미동맹 균열 가져온다.""",False,유튜버 및 온라인 커뮤니티 이용자,1807,출처: 2019.08.13 유튜브 영상
1581,4,"""'광주일고 정권' 단어, 일베에만 있다""",False,김성회,1805,출처: 본인 SNS
1582,4,“문재인 정부 부울경 차별... 광주일고 정권”,False,나경원,1804,출처: 자유한국당 홈페이지
1585,4,"① 2분기 가계소득 상당히 개선됐다. 
② 고령화 탓에 분배가 나빠졌다.",False,이호승,1797,출처: 2018년 8월 25일 이호승 청와대 경제수석 브리핑
1587,4,"""日 찾은 한국인 관광객 7.6% ↓""... 불매운동 효과 없었다?",False,온라인 커뮤니티 이용자,1793,출처: 커뮤니티
1588,4,"조국 후보자 딸, '부정 논문' 확인되면 고려대 입학 취소 가능성 있다?",True,언론 보도 및 다수 커뮤니티 이용자,1791,"출처: 청와대 국민청원 및 각종 언론보도, 온라인 커뮤니티 등"
1589,4,분양가 상한제 하면 오히려 집값이 오른다,False,언론 보도,1730,출처: 다수 언론의 문제제기
1590,4,"""조국 후보자 딸의 논문은 '에세이'"" ?",False,이재정,1788,출처: 이재정 경기교육감 페이스북
1591,4,“문재인 대통령 길거리 지지율은 30% 이하”?,False,인터넷 뉴스 댓글 이용자,1787,출처: 대통령 지지율 관련 기사 댓글
1592,4,주52시간제 도입 이후 무리한 버스운행은 사라졌다,False,발언인 없음,1777,
1593,4,"""‘샌프란시스코 조약’으로 한국 강제동원 청구권 소멸됐다""",False,언론 보도,1776,출처: 일본 마이니치 신문 보도
1594,4,“박정희 또는 최순실 재산이 300~400조라고 말한 적 없다”,False,안민석,1770,출처: 안민석 의원 페이스북
1596,4,대일항쟁기 강제동원 피해자 관련 대법원 판결은 '강제징용 배상' 판결이다,False,언론 보도,1758,출처: 언론 보도
1602,4,"""유벤투스 버스에 경찰 에스코트가 제공되지 않은 상황에서 차가 막혀 경기 시작이 1시간가량 지연됐다.""",False,안드레아 아넬리 (유벤투스 회장),1745,출처: 안드레아 아넬리 회장이 한국프로축구연맹 앞으로 보낸 서한
1604,4,"""북한 인민군이 NLL(북방한계선)을 넘어 한국 땅 함박도에 주둔""",False,보수 유튜버,1735,출처: 보수 유튜버 주장
1606,4,분양가 상한제 하면 아파트 공급이 위축된다,False,언론 보도,1731,
1608,4,"""문재인 정부가 평택을 중국에 넘기려 한다""",False,다음 블로그 이용자,1727,출처: 블로그 게시글
1612,4,"""배와 비행기를 통해 모기가 이동한다.""",True,질병관리본부,1710,출처: 2019년 7월 16일 중앙일보 보도
1613,4,"""김명수 대법원이 (강제동원 피해 문제에 대한) 기존의 결론을 뒤집었다.""",False,심재철,1708,출처: 17일 자유한국당 당대표 및 최고위원-중진의원 연석회의
1615,4,"""유승준이 국내에 들어와서 최대 25%의 소득세를 내면, 세율 50%인 미국 세금은 내지 않아도 된다""",False,언론 보도 및 온라인 커뮤니티 이용자,1706,출처: 티브이데일리 보도
1623,4,"""문재인 대통령, 일본 공항에서 환대 받지 못했다""",False,민경욱,1682,출처: 민경욱 자유한국당 대변인 페이스북
1626,4,"""탄핵 반대 집회 사망 사고를 언론이 한마디도 싣지 않았다""",False,조원진,1679,출처: 6월 26일 국회 행정안전위원회 전체회의
1634,4,"""외국인 근로자에겐 숙식비 등 다른 비용까지 들어간다""",False,황교안,1663,출처: 6월 20일 자유한국당 최고위원회의 발언
1644,4,국제적으로 미세플라스틱 규제를 위한 노력이 이어지고 있다,True,발언인 없음,1642,
1647,4,"""대한민국역사박물관에서 이명박, 박근혜 정부 기록이 빠졌다""",False,유튜브 이용자,1638,출처: 6월 8일 유튜브 채널 신의한수 영상
1648,4,"""미국, 캐나다, 일본, 영국, 불란서(프랑스), 벨기에, 칠레 등 수많은 선진국이 다 업종별‧지역별 차등화를 하고 있다""",False,이혜훈,1635,출처: 6월 4일자 MBC라디오 '심인보의 시선집중' 인터뷰 내용
1650,4,"""노무현 전 대통령도 삼성으로부터 8000억원 걷었다""",False,김경재,1634,출처: 2016년 연설 내용이 담긴 기사링크
1652,4,"""'인보사'는 문재인 정부가 허용했다""",False,온라인 커뮤니티 이용자,1628,출처: 온라인 커뮤니티 <일간베스트> 게시글
1653,4,5G폰이 4G폰보다 저렴하다,False,발언인 없음,1627,
1657,4,"""국회 정보위원장 직권으로 서훈 국가정보원장을 소환할 수 있다""",False,이혜훈,1613,출처: 5월 29일 언론보도
1658,4,"""게임중독 질병 코드 지정은 UN 아동권리협약 31조 위반이다""",False,게임업계,1606,출처: 게임질병코드 도입 반대를 위한 공동대책 준비위원회 성명서
1659,4,"""대통령 지지 이유 1위 ‘모름’은 ‘묻지마 지지’다""",False,온라인 커뮤니티 이용자,1611,출처: 5월 27일 일간베스트 게시글
1660,4,"""수소는 가장 안전한 연료로 평가받는다""",False,정승일,1608,
1662,4,"""한·미 정상 통화 내용 공개는 국민의 알 권리를 위한 것""",False,강효상,1599,출처: 5월 23일 자유한국당 회의
1663,4,"""국제노동기구(ILO) 핵심협약 비준 시 대체복무요원 제도는 협약 위반이다?""",False,발언인 없음,1598,
1664,4,"""국제노동기구(ILO) 핵심협약 비준 시 전교조가 자동으로 합법화된다?""",False,발언인 없음,1597,
1665,4,"""슈피겔이 독일 탈원전 비판했다""",False,언론 보도,1592,출처: 조선일보 등 다수 언론 보도
1667,4,"""5·18 유공자 중에 82~88년생이 있다""",False,유튜브 이용자,1589,
1669,4,“정부 추경안에 산불 이재민 지원 비용 없다”,True,황영철,1586,출처: 한국당 원내대책 회의
1670,4,“대통령 직권으로 화폐단위 변경 가능하다”,False,유튜브 이용자,1585,
1678,4,"""한국의 최저임금은 OECD 평균이다"" ?",False,한국노동사회연구소,1574,출처: 연합뉴스 등 다수의 언론 보도
1679,4,"""3,000만 원 웃돌까 걱정했던 의료비가 '문케어'덕에 500만 원으로 경감""",False,보건복지부,1570,
1680,4,“文 정부 들어 서울 물가 세계 1위 등극”,False,온라인 커뮤니티 이용자,1571,출처: 커뮤니티
1681,4,"""'한국당 빼고 패스트트랙 지정'은 北 지령""",False,보수 유튜버,1569,
1682,4,"""삼겹살 가격 급등은 아프리카돼지열병(ASF) 때문이다?""",False,발언인 없음,1568,
1684,4,“적폐 수사·재판 관여하지 않고 있다”?,False,문재인,1564,출처: 5월 9일 문재인 대통령 취임 2주년 대담
1685,4,"""청년실업률 아주 낮아졌다""?",False,문재인,1562,출처: 5월 9일 문재인 대통령 취임 2주년 대담
1686,4,"""김상진의 시위는 공무집행방해 범죄 사실과 전혀 부합하지 않는다""",False,자유연대,1560,출처: 5월 8일 자유연대 유튜브 영상
1688,4,"""베트남 접속자 증가, 청와대 국민청원 서명 조작 정황""",False,인터넷 루머,1552,출처: 4월 30일자 국제신문 보도
1689,4,"""한국당 해산 청원 100만명 중 14만명 이상이 베트남에서 접속했다""",False,정용기,1553,"출처: 국민일보 기사 <한국당 의원들, 靑청원 조작 의혹 제기 “베트남 접속자 14만명”>"
1694,4,"""남북정상회담에서 김정일이 '5.18 북한군 침투'를 인정했다""",False,SNS 이용자,1540,출처: 3월 26일 네이버 블로그 게시물
1696,4,"""박근혜 전 대통령, 법리상 실형 2년 산 것으로 보고 석방 가능""",False,최교일,1531,출처: 4월 17일 언론보도
1698,4,"""서해 페리호, 삼풍백화점 참사는 보상을 받지 못했다""",False,지만원,1525,출처: 4월 17일 시스템클럽 게시물
1699,4,“ILO 협약 비준해도 공무원·교사 파업 불가능”,True,한정애,1524,출처: 한정애 의원 보도자료
1700,4,"""이승만이 일제강점기 현상금 1위""",False,정미경,1520,
1701,4,"""세월호 유가족, 개인당 10억원의 보상금 받았다.""",False,차명진,1517,"출처: 연합뉴스, <차명진 ""세월호 유족, 징하게 해처먹는다""…논란되자 글 삭제>"
1703,4,"""상하이 임시정부는 정통성이 없다""",False,발언인 없음,1512,
1706,4,"""이승만은 1948년 대한민국 건국을 주장했다""",False,언론 보도,1508,출처: 4월 8일자 NewDaily 칼럼
1708,4,"""OECD 국가 중 한국만 고교 무상교육 정책이 없다""",True,네이버뉴스 댓글 이용자,1505,출처: 4월 9일 언론보도 댓글
1711,4,"""대한애국당 표 왔으면 창원성산 보궐선거 이길 수 있었다""",False,나경원,1497,출처: 4월 8일 언론보도
1712,4,"""강원도 산불 때 '김정숙 꽃놀이, 문재인 술자리'""",False,페이스북 및 유튜브 이용자,1500,출처: 유튜브 <안정권의 썰방>
1714,4,"""북한 산엔 산불에 탈 나무가 없다""",True,김문수,1486,출처: 4월 6일자 김문수 페이스북 게시글
1715,4,"""휴전선 일대에도 산불이 간혹 나지만, 풀이나 덤불 정도""",False,김문수,1489,출처: 4월 6일자 김문수 페이스북 게시글
1716,4,"""신보라 의원은 헌정사상 1호 출산휴가 국회의원이다""",False,언론 보도,1490,출처: 4월 7일자 파이낸스 투데이 보도
1717,4,청와대 국가안보실은 산불과 상관이 없다,False,네이버뉴스 댓글 이용자,1488,출처: 네이버 댓글 실시간검색
1718,4,"국회 담장 무너뜨린 민노총, 손해배상 책임 있다",True,발언인 없음,1496,
1721,4,"""'문재인 케어'가 건강보험 7년 만의 적자 전환의 원인이다""",False,언론 보도,1479,출처: 건강보험이 7년 만에 적자로 전환된 데 '문재인 케어'가 영향이 있었다는 취지의 언론 기사
1722,4,"1948년 건국 논란, 이승만도 부정했다",True,발언인 없음,1477,
1726,4,"""유튜브에서 영화 '연평해전'이 차단된 것은 https 차단 정책과 관련 있다""",False,유튜브 이용자,1459,출처: 3월 27일자 유튜브 영상 자료
1729,4,서울시 청년수당은 근거 없다?,False,네이버뉴스 댓글 이용자,1465,출처: 3월 20일자 세계일보 보도
1738,4,"전두환 추징금 시효, 내년이면 만료된다",False,언론 보도,1443,
1739,4,"문 대통령, 말레이 총리에 건넨 인니어 인사말은 외교 결례",False,언론 보도,1439,출처: 다수 언론의 문제 제기
1741,4,"""사교육비 폭증은 학생부종합전형(학종) 때문이다""",True,네이버뉴스 댓글 이용자,1436,출처: 매일경제 <학생부종합전형 도입후 사교육비 '폭증'> 기사 댓글란
1744,4,유류세 내려서 미세먼지 늘어났다?,False,언론 보도,1428,출처보기>
1745,4,"""정부의 '핀셋인상'에 따라 공시 가격이 고가 주택 위주로 인상됐다""",False,국토교통부,1423,출처보기>
1750,4,신용카드 소득공제 축소는 서민 증세?,True,한국납세자연맹,1402,
1752,4,“5·18 헬기 사격설의 진실이 아직 확인되지 않았다”,False,전두환,1399,출처보기>
1754,4,"""북한에서도 미세먼지 많이 내려왔다""",True,조명래,1397,출처보기>
